Freq	Theta
104850	110.038
104900	110.05
104950	110.037
105000	110.033
105050	110.044
105100	110.05
105150	110.035
105200	110.05
105250	110.036
105300	110.041
105350	110.043
105400	110.053
105450	110.042
105500	110.043
105550	110.047
105600	110.054
105650	110.036
105700	110.044
105750	110.039
105800	110.048
105850	110.049
105900	110.044
105950	110.045
106000	110.046
106050	110.042
106100	110.045
106150	110.047
106200	110.054
106250	110.04
106300	110.047
106350	110.051
106400	110.045
106450	110.05
106500	110.051
106550	110.054
106600	110.054
106650	110.051
106700	110.055
106750	110.069
106800	110.053
106850	110.059
106900	110.056
106950	110.05
107000	110.06
107050	110.056
107100	110.059
107150	110.054
107200	110.047
107250	110.046
107300	110.069
107350	110.058
107400	110.06
107450	110.061
107500	110.05
107550	110.063
107600	110.053
107650	110.062
107700	110.061
107750	110.065
107800	110.073
107850	110.061
107900	110.062
107950	110.058
108000	110.054
108050	110.05
108100	110.053
108150	110.069
108200	110.061
108250	110.054
108300	110.067
108350	110.057
108400	110.071
108450	110.107
108500	110.027
108550	110.057
108600	110.062
108650	110.072
108700	110.05
108750	110.069
108800	110.069
108850	109.97
108900	110.001
108950	110.045
109000	110.003
109050	110.078
109100	110.056
109150	110.076
109200	110.07
109250	110.075
109300	110.059
109350	110.07
109400	110.071
109450	110.076
109500	110.064
109550	110.056
109600	110.078
109650	110.067
109700	110.065
109750	110.069
109800	110.089
109850	110.082
109900	110.076
109950	110.083
110000	110.085
110050	110.075
110100	110.082
110150	110.072
110200	110.074
110250	110.067
110300	110.073
110350	110.08
110400	110.088
110450	110.074
110500	110.073
110550	110.078
110600	110.083
110650	110.105
110700	110.082
110750	110.086
110800	110.081
110850	110.075
110900	110.076
110950	110.079
111000	110.081
111050	110.083
111100	110.083
111150	110.088
111200	110.082
111250	110.08
111300	110.084
111350	110.081
111400	110.096
111450	110.176
111500	110.08
111550	110.096
111600	110.07
111650	110.081
111700	110.086
111750	110.082
111800	110.087
111850	110.083
111900	110.082
111950	110.089
112000	110.075
112050	110.076
112100	110.055
112150	110.096
112200	110.096
112250	110.084
112300	110.095
112350	110.095
112400	110.085
112450	110.093
112500	110.073
112550	110.095
112600	110.095
112650	110.092
112700	110.092
112750	110.102
112800	110.085
112850	110.095
112900	110.086
112950	110.095
113000	110.113
113050	110.082
113100	110.107
113150	110.103
113200	110.099
113250	110.088
113300	110.101
113350	110.112
113400	110.102
113450	110.095
113500	110.105
113550	110.097
113600	110.107
113650	110.089
113700	110.112
113750	110.094
113800	110.099
113850	110.109
113900	110.099
113950	110.105
114000	110.11
114050	110.104
114100	110.102
114150	110.097
114200	110.114
114250	110.089
114300	110.105
114350	110.106
114400	110.109
114450	110.1
114500	110.006
114550	109.674
114600	110.099
114650	110.113
114700	110.118
114750	110.109
114800	110.107
114850	110.114
114900	110.113
114950	110.113
115000	110.116
115050	110.1
115100	110.097
115150	110.103
115200	110.115
115250	110.109
115300	110.11
115350	110.117
115400	110.12
115450	110.116
115500	110.099
115550	110.117
115600	110.113
115650	110.125
115700	110.113
115750	110.118
115800	110.098
115850	110.127
115900	110.121
115950	110.109
116000	110.108
116050	110.119
116100	110.127
116150	110.112
116200	110.112
116250	110.113
116300	110.122
116350	110.127
116400	110.123
116450	110.122
116500	110.116
116550	110.114
116600	110.114
116650	110.111
116700	110.126
116750	110.119
116800	110.117
116850	110.117
116900	110.113
116950	110.109
117000	110.116
117050	110.124
117100	110.117
117150	110.122
117200	110.115
117250	110.136
117300	110.132
117350	110.122
117400	110.121
117450	110.138
117500	110.123
117550	110.131
117600	110.138
117650	110.118
117700	110.124
117750	110.121
117800	110.129
117850	110.129
117900	110.136
117950	110.13
118000	110.135
118050	110.126
118100	110.122
118150	110.128
118200	110.119
118250	110.131
118300	110.117
118350	110.127
118400	110.139
118450	110.127
118500	110.132
118550	110.142
118600	110.159
118650	110.184
118700	110.157
118750	110.12
118800	110.222
118850	110.161
118900	110.15
118950	110.142
119000	110.14
119050	110.134
119100	110.13
119150	110.128
119200	110.128
119250	110.124
119300	110.126
119350	110.125
119400	110.132
119450	110.136
119500	110.13
119550	110.13
119600	110.139
119650	110.168
119700	110.138
119750	110.14
119800	110.133
119850	110.142
119900	110.13
119950	110.151
120000	110.149
120050	110.15
120100	110.134
120150	110.133
120200	110.125
120250	109.998
120300	109.711
120350	110.118
120400	110.128
120450	110.131
120500	110.125
120550	110.142
120600	110.141
120650	110.146
120700	110.146
120750	110.114
120800	110.132
120850	110.133
120900	110.148
120950	110.134
121000	110.14
121050	110.138
121100	110.158
121150	110.122
121200	110.144
121250	110.148
121300	110.137
121350	110.142
121400	110.153
121450	110.179
121500	110.166
121550	110.148
121600	110.139
121650	110.144
121700	110.143
121750	110.136
121800	110.135
121850	110.137
121900	110.133
121950	110.135
122000	110.143
122050	110.14
122100	110.145
122150	110.144
122200	110.133
122250	110.141
122300	110.144
122350	110.141
122400	110.141
122450	110.135
122500	110.133
122550	110.043
122600	110.064
122650	110.142
122700	110.139
122750	110.14
122800	110.147
122850	110.151
122900	110.136
122950	110.146
123000	110.14
123050	110.141
123100	110.149
123150	110.141
123200	110.137
123250	110.148
123300	110.146
123350	110.142
123400	110.162
123450	110.147
123500	110.139
123550	110.147
123600	110.151
123650	110.158
123700	110.154
123750	110.152
123800	110.153
123850	110.149
123900	110.151
123950	110.153
124000	110.155
124050	110.153
124100	110.155
124150	110.139
124200	110.161
124250	110.152
124300	110.153
124350	110.141
124400	110.142
124450	110.152
124500	110.158
124550	110.154
124600	110.155
124650	110.153
124700	110.152
124750	110.149
124800	110.159
124850	110.152
124900	110.141
124950	110.159
125000	110.248
125050	110.141
125100	110.152
125150	110.151
125200	110.151
125250	110.156
125300	110.153
125350	110.15
125400	110.146
125450	110.162
125500	110.139
125550	110.152
125600	110.148
125650	110.146
125700	110.148
125750	110.15
125800	110.147
125850	110.155
125900	110.143
125950	110.147
126000	110.149
126050	110.156
126100	110.167
126150	110.141
126200	110.148
126250	110.152
126300	110.146
126350	110.14
126400	110.143
126450	110.153
126500	110.139
126550	110.156
126600	110.151
126650	110.155
126700	110.155
126750	110.148
126800	110.149
126850	110.147
126900	110.145
126950	110.148
127000	110.15
127050	110.137
127100	110.154
127150	110.149
127200	110.143
127250	110.151
127300	110.155
127350	110.16
127400	110.146
127450	110.162
127500	110.149
127550	110.159
127600	110.146
127650	110.148
127700	110.144
127750	110.151
127800	110.145
127850	110.16
127900	110.154
127950	110.153
128000	110.194
128050	110.154
128100	110.15
128150	110.151
128200	110.145
128250	110.155
128300	110.157
128350	110.157
128400	110.159
128450	110.154
128500	110.157
128550	110.153
128600	110.152
128650	110.144
128700	110.155
128750	110.149
128800	110.155
128850	110.145
128900	110.153
128950	110.156
129000	110.151
129050	110.148
129100	110.159
129150	110.14
129200	110.142
129250	110.151
129300	110.155
129350	110.14
129400	110.156
129450	110.154
129500	110.148
129550	110.157
129600	110.161
129650	110.161
129700	110.157
129750	110.156
129800	110.171
129850	110.158
129900	110.161
129950	110.169
130000	110.165
130050	110.163
130100	110.166
130150	110.148
130200	110.155
130250	110.162
130300	110.162
130350	110.176
130400	110.157
130450	110.163
130500	110.162
130550	110.157
130600	110.163
130650	110.171
130700	110.165
130750	110.168
130800	110.159
130850	110.183
130900	110.161
130950	110.168
131000	110.176
131050	110.169
131100	110.159
131150	110.159
131200	110.174
131250	110.168
131300	110.163
131350	110.157
131400	110.159
131450	110.171
131500	110.16
131550	110.17
131600	110.157
131650	110.153
131700	110.099
131750	110.235
131800	110.17
131850	110.145
131900	110.166
131950	110.161
132000	110.164
132050	110.161
132100	110.166
132150	110.168
132200	110.165
132250	110.165
132300	110.156
132350	110.169
132400	110.17
132450	110.188
132500	110.158
132550	110.17
132600	110.176
132650	110.163
132700	110.172
132750	110.153
132800	110.168
132850	110.166
132900	110.171
132950	110.166
133000	110.165
133050	110.162
133100	110.166
133150	110.164
133200	110.168
133250	110.158
133300	110.158
133350	110.172
133400	110.166
133450	110.17
133500	110.164
133550	110.166
133600	110.169
133650	110.166
133700	110.169
133750	110.163
133800	110.168
133850	110.171
133900	110.173
133950	110.164
134000	110.169
134050	110.167
134100	110.162
134150	110.173
134200	110.173
134250	110.158
134300	110.168
134350	110.179
134400	110.161
134450	110.178
134500	110.167
134550	110.179
134600	110.16
134650	110.159
134700	110.182
134750	110.174
134800	110.18
134850	110.169
134900	110.177
134950	110.174
135000	110.157
135050	110.168
135100	110.171
135150	110.183
135200	110.185
135250	110.177
135300	110.175
135350	110.176
135400	110.172
135450	110.182
135500	110.182
135550	110.184
135600	110.179
135650	110.183
135700	110.184
135750	110.181
135800	110.186
135850	110.183
135900	110.168
135950	110.175
136000	110.171
136050	110.009
136100	109.998
136150	110.098
136200	109.669
136250	110.14
136300	110.166
136350	109.891
136400	109.676
136450	110.156
136500	110.19
136550	110.19
136600	110.202
136650	110.177
136700	110.191
136750	110.177
136800	110.19
136850	110.174
136900	110.188
136950	110.194
137000	110.192
137050	110.183
137100	110.191
137150	110.18
137200	110.185
137250	110.18
137300	110.194
137350	110.189
137400	110.193
137450	110.191
137500	110.18
137550	110.178
137600	110.187
137650	110.187
137700	110.194
137750	110.186
137800	110.191
137850	110.185
137900	110.183
137950	110.185
138000	110.186
138050	110.196
138100	110.184
138150	110.185
138200	110.19
138250	110.187
138300	110.18
138350	110.196
138400	110.194
138450	110.19
138500	110.192
138550	110.19
138600	110.2
138650	110.192
138700	110.199
138750	110.189
138800	110.206
138850	110.193
138900	110.201
138950	110.201
139000	110.188
139050	110.189
139100	110.198
139150	110.185
139200	110.19
139250	110.19
139300	110.197
139350	110.195
139400	110.174
139450	110.128
139500	109.566
139550	110.248
139600	110.19
139650	110.184
139700	110.192
139750	110.192
139800	110.201
139850	110.203
139900	110.188
139950	110.208
140000	110.19
140050	110.194
140100	110.21
140150	110.194
140200	110.198
140250	110.2
140300	110.191
140350	110.191
140400	110.199
140450	110.195
140500	110.207
140550	110.188
140600	110.191
140650	110.2
140700	110.192
140750	110.182
140800	110.196
140850	110.196
140900	110.195
140950	110.194
141000	110.207
141050	110.196
141100	110.204
141150	110.195
141200	110.189
141250	110.196
141300	110.2
141350	110.199
141400	110.192
141450	110.202
141500	110.192
141550	110.187
141600	110.197
141650	110.2
141700	110.197
141750	110.201
141800	110.207
141850	110.205
141900	110.198
141950	110.205
142000	110.208
142050	110.199
142100	110.203
142150	110.21
142200	110.208
142250	110.211
142300	110.208
142350	110.11
142400	110.137
142450	110.206
142500	110.014
142550	110.06
142600	110.2
142650	110.206
142700	110.201
142750	110.202
142800	110.21
142850	110.204
142900	110.21
142950	110.212
143000	110.191
143050	110.218
143100	110.263
143150	110.199
143200	110.198
143250	110.205
143300	110.217
143350	110.203
143400	110.201
143450	110.192
143500	110.21
143550	110.202
143600	110.199
143650	110.197
143700	110.195
143750	110.223
143800	110.198
143850	110.202
143900	110.204
143950	110.208
144000	110.199
144050	110.205
144100	110.204
144150	110.207
144200	110.208
144250	110.204
144300	110.219
144350	110.206
144400	110.211
144450	110.216
144500	110.218
144550	110.211
144600	110.202
144650	110.216
144700	110.202
144750	110.21
144800	110.212
144850	110.217
144900	110.215
144950	110.2
145000	110.205
145050	110.206
145100	110.211
145150	110.209
145200	110.307
145250	110.299
145300	110.248
145350	110.24
145400	110.217
145450	110.213
145500	110.207
145550	110.201
145600	110.218
145650	110.204
145700	110.215
145750	110.217
145800	110.207
145850	110.21
145900	110.21
145950	110.219
146000	110.222
146050	110.217
146100	110.216
146150	110.216
146200	110.219
146250	110.216
146300	110.214
146350	110.219
146400	110.217
146450	110.219
146500	110.198
146550	110.219
146600	110.217
146650	110.208
146700	110.213
146750	110.211
146800	110.236
146850	110.22
146900	110.21
146950	110.218
147000	110.225
147050	110.213
147100	110.218
147150	110.205
147200	110.051
147250	110.29
147300	110.228
147350	110.224
147400	110.223
147450	110.22
147500	110.229
147550	110.222
147600	110.206
147650	110.213
147700	110.213
147750	110.225
147800	110.236
147850	110.229
147900	110.233
147950	110.227
148000	110.219
148050	110.235
148100	110.234
148150	110.228
148200	110.215
148250	110.239
148300	110.225
148350	110.232
148400	110.216
148450	110.248
148500	110.219
148550	110.229
148600	110.076
148650	109.96
148700	110.238
148750	110.219
148800	109.448
148850	111.315
148900	110.256
148950	110.235
149000	110.236
149050	110.234
149100	110.246
149150	110.222
149200	110.251
149250	110.234
149300	110.213
149350	110.218
149400	110.248
149450	110.333
149500	110.353
149550	110.191
149600	110.239
149650	110.23
149700	110.228
149750	110.235
149800	110.241
149850	110.228
149900	110.244
149950	110.243
150000	110.237
150050	110.253
150100	110.231
150150	110.236
150200	110.241
150250	110.244
150300	110.247
150350	110.237
150400	110.245
150450	110.234
150500	110.227
150550	110.245
150600	110.257
150650	110.258
150700	110.254
150750	110.248
150800	110.242
150850	110.247
150900	110.245
150950	110.245
151000	110.249
151050	110.25
151100	110.244
151150	110.26
151200	110.246
151250	110.251
151300	110.25
151350	110.253
151400	110.274
151450	110.256
151500	110.258
151550	110.245
151600	110.246
151650	110.253
151700	110.247
151750	110.248
151800	110.256
151850	110.259
151900	110.26
151950	110.267
152000	110.258
152050	110.256
152100	110.261
152150	110.257
152200	110.257
152250	110.264
152300	110.259
152350	110.267
152400	110.252
152450	110.264
152500	110.261
152550	110.26
152600	110.263
152650	110.266
152700	110.26
152750	110.253
152800	110.262
152850	110.262
152900	110.269
152950	110.271
153000	110.257
153050	110.257
153100	110.276
153150	110.262
153200	110.259
153250	110.268
153300	110.265
153350	110.273
153400	110.276
153450	110.265
153500	110.276
153550	110.264
153600	110.251
153650	110.264
153700	110.268
153750	110.268
153800	110.271
153850	110.271
153900	110.286
153950	110.279
154000	110.274
154050	110.277
154100	110.263
154150	110.271
154200	110.274
154250	110.279
154300	110.284
154350	110.275
154400	110.278
154450	110.276
154500	110.276
154550	110.285
154600	110.278
154650	110.288
154700	110.283
154750	110.29
154800	110.278
154850	110.278
154900	110.24
154950	109.638
155000	110.75
155050	110.278
155100	110.277
155150	110.283
155200	110.287
155250	110.283
155300	110.277
155350	110.288
155400	110.3
155450	110.282
155500	110.285
155550	110.293
155600	110.291
155650	110.293
155700	110.29
155750	110.296
155800	110.283
155850	110.305
155900	110.278
155950	110.297
156000	110.291
156050	110.296
156100	110.283
156150	110.303
156200	110.299
156250	110.288
156300	110.312
156350	110.313
156400	110.322
156450	110.326
156500	110.298
156550	110.32
156600	110.324
156650	110.31
156700	110.326
156750	110.313
156800	110.322
156850	110.305
156900	110.324
156950	110.313
157000	110.325
157050	110.318
157100	110.324
157150	110.297
157200	110.31
157250	110.35
157300	110.293
157350	110.377
157400	110.306
157450	110.368
157500	110.361
157550	110.315
157600	110.325
157650	110.323
157700	110.346
157750	110.323
157800	110.331
157850	110.333
157900	110.343
157950	110.334
158000	110.349
158050	110.325
158100	110.328
158150	110.352
158200	110.348
158250	110.322
158300	110.32
158350	110.331
158400	110.347
158450	110.339
158500	110.322
158550	110.343
158600	110.346
158650	110.38
158700	110.363
158750	110.345
158800	110.368
158850	110.304
158900	110.308
158950	110.403
159000	110.387
159050	109.906
159100	110.62
159150	110.423
159200	110.493
159250	110.394
159300	110.362
159350	110.344
159400	110.372
159450	110.346
159500	110.386
159550	110.361
159600	110.353
159650	110.397
159700	110.348
159750	110.362
159800	110.376
159850	110.368
159900	110.362
159950	110.413
160000	110.453
160050	110.383
160100	110.386
160150	110.38
160200	110.38
160250	110.405
160300	110.379
160350	110.374
160400	110.407
160450	110.419
160500	110.39
160550	110.376
160600	110.385
160650	110.404
160700	110.391
160750	110.384
160800	110.378
160850	110.373
160900	110.424
160950	110.376
161000	110.366
161050	110.356
161100	110.385
161150	110.421
161200	110.415
161250	110.412
161300	110.447
161350	110.41
161400	110.431
161450	110.404
161500	110.431
161550	110.429
161600	110.429
161650	110.413
161700	110.414
161750	110.422
161800	110.43
161850	110.41
161900	110.432
161950	110.417
162000	110.41
162050	110.441
162100	110.424
162150	110.435
162200	110.44
162250	110.464
162300	110.45
162350	110.461
162400	110.468
162450	110.442
162500	110.425
162550	110.445
162600	110.443
162650	110.466
162700	110.419
162750	110.426
162800	110.46
162850	110.426
162900	110.445
162950	110.445
163000	110.444
163050	110.439
163100	110.454
163150	110.416
163200	110.45
163250	110.436
163300	110.447
163350	110.418
163400	110.462
163450	110.431
163500	110.445
163550	110.461
163600	110.451
163650	110.446
163700	110.468
163750	110.474
163800	110.424
163850	110.45
163900	110.468
163950	110.463
164000	110.434
164050	110.446
164100	110.44
164150	110.433
164200	110.431
164250	110.44
164300	110.45
164350	110.439
164400	110.436
164450	110.436
164500	110.447
164550	110.429
164600	110.446
164650	110.397
164700	110.443
164750	110.44
164800	110.413
164850	110.445
164900	110.451
164950	110.437
165000	110.426
165050	110.433
165100	110.411
165150	110.398
165200	110.414
165250	110.423
165300	110.407
165350	110.429
165400	110.397
165450	110.362
165500	110.426
165550	110.388
165600	110.436
165650	110.409
165700	110.418
165750	110.434
165800	110.408
165850	110.233
165900	109.904
165950	110.423
166000	110.382
166050	110.409
166100	110.399
166150	110.407
166200	110.369
166250	110.404
166300	110.424
166350	110.419
166400	110.403
166450	110.401
166500	110.398
166550	110.398
166600	110.39
166650	110.416
166700	110.391
166750	110.39
166800	110.39
166850	110.396
166900	110.395
166950	110.389
167000	110.407
167050	110.382
167100	110.41
167150	110.392
167200	110.386
167250	110.383
167300	110.371
167350	110.39
167400	110.388
167450	110.389
167500	110.386
167550	110.378
167600	110.368
167650	110.383
167700	110.369
167750	110.377
167800	110.389
167850	110.362
167900	110.364
167950	110.396
168000	110.45
168050	110.342
168100	110.344
168150	110.397
168200	110.402
168250	110.399
168300	110.365
168350	110.367
168400	110.358
168450	110.384
168500	110.364
168550	110.37
168600	110.371
168650	110.367
168700	110.366
168750	110.368
168800	110.356
168850	110.391
168900	110.356
168950	110.128
169000	110.615
169050	110.358
169100	110.357
169150	110.351
169200	110.353
169250	110.351
169300	110.348
169350	110.358
169400	110.349
169450	110.36
169500	110.347
169550	110.355
169600	110.356
169650	110.366
169700	110.357
169750	110.345
169800	110.358
169850	110.357
169900	110.352
169950	110.36
170000	110.357
170050	110.335
170100	110.385
170150	110.315
170200	110.338
170250	110.352
170300	110.351
170350	110.341
170400	110.308
170450	110.383
170500	110.338
170550	110.351
170600	110.337
170650	110.342
170700	110.346
170750	110.348
170800	110.343
170850	110.343
170900	110.35
170950	110.344
171000	110.343
171050	110.348
171100	110.336
171150	110.327
171200	110.341
171250	110.34
171300	110.331
171350	110.334
171400	110.337
171450	110.337
171500	110.337
171550	110.34
171600	110.343
171650	110.333
171700	110.338
171750	110.265
171800	110.338
171850	110.345
171900	110.33
171950	110.341
172000	110.34
172050	110.336
172100	110.339
172150	110.34
172200	110.351
172250	110.343
172300	110.344
172350	110.34
172400	110.341
172450	110.345
172500	110.349
172550	110.343
172600	110.326
172650	110.343
172700	110.338
172750	110.363
172800	110.359
172850	110.354
172900	110.342
172950	110.343
173000	110.349
173050	110.342
173100	110.35
173150	110.337
173200	110.343
173250	110.342
173300	110.339
173350	110.354
173400	110.343
173450	110.341
173500	110.354
173550	110.348
173600	110.353
173650	110.348
173700	110.345
173750	110.347
173800	110.336
173850	110.344
173900	110.338
173950	110.336
174000	110.346
174050	110.343
174100	110.345
174150	110.343
174200	110.346
174250	110.343
174300	110.339
174350	110.343
174400	110.348
174450	110.347
174500	110.347
174550	110.342
174600	110.343
174650	110.339
174700	110.352
174750	110.338
174800	110.347
174850	110.346
174900	110.34
174950	110.336
175000	110.334
175050	110.347
175100	110.35
175150	110.351
175200	110.343
175250	110.352
175300	110.346
175350	110.347
175400	110.345
175450	110.345
175500	110.354
175550	110.35
175600	110.342
175650	110.356
175700	110.35
175750	110.346
175800	110.344
175850	110.35
175900	110.345
175950	110.355
176000	110.36
176050	110.352
176100	110.346
176150	110.349
176200	110.347
176250	110.341
176300	110.345
176350	110.35
176400	110.353
176450	110.345
176500	110.35
176550	110.34
176600	110.356
176650	110.361
176700	110.338
176750	110.352
176800	110.348
176850	110.34
176900	110.354
176950	110.349
177000	110.349
177050	110.316
177100	110.277
177150	110.347
177200	110.352
177250	110.354
177300	110.364
177350	110.339
177400	110.333
177450	110.266
177500	110.155
177550	109.296
177600	110.319
177650	110.159
177700	110.511
177750	110.347
177800	110.346
177850	110.353
177900	110.362
177950	110.363
178000	110.33
178050	110.345
178100	110.342
178150	110.347
178200	110.348
178250	110.348
178300	110.358
178350	110.365
178400	110.348
178450	110.351
178500	110.357
178550	110.346
178600	110.356
178650	110.352
178700	110.362
178750	110.356
178800	110.341
178850	110.356
178900	110.346
178950	110.354
179000	110.357
179050	110.354
179100	110.355
179150	110.354
179200	110.347
179250	110.354
179300	110.353
179350	110.352
179400	110.359
179450	110.35
179500	110.35
179550	110.353
179600	110.36
179650	110.349
179700	110.354
179750	110.35
179800	110.351
179850	110.35
179900	110.358
179950	110.35
180000	110.353
180050	110.359
180100	110.351
180150	110.346
180200	110.36
180250	110.35
180300	110.353
180350	110.345
180400	110.35
180450	110.356
180500	110.353
180550	110.358
180600	110.358
180650	110.345
180700	110.354
180750	110.35
180800	110.349
180850	110.245
180900	110.363
180950	110.354
181000	110.36
181050	110.353
181100	110.354
181150	110.358
181200	110.351
181250	110.343
181300	110.352
181350	110.356
181400	110.345
181450	110.353
181500	110.348
181550	110.351
181600	110.348
181650	110.358
181700	110.35
181750	110.342
181800	110.357
181850	110.349
181900	110.363
181950	110.353
182000	110.348
182050	110.351
182100	110.345
182150	110.316
182200	110.053
182250	110.33
182300	110.357
182350	110.359
182400	110.346
182450	110.351
182500	110.351
182550	110.349
182600	110.349
182650	110.356
182700	110.346
182750	110.354
182800	110.344
182850	110.354
182900	110.354
182950	110.352
183000	110.36
183050	110.35
183100	110.357
183150	110.355
183200	110.35
183250	110.349
183300	110.348
183350	110.34
183400	110.348
183450	110.17
183500	110.159
183550	110.353
183600	110.352
183650	110.35
183700	110.345
183750	110.35
183800	110.353
183850	110.354
183900	110.353
183950	110.353
184000	110.356
184050	110.352
184100	110.356
184150	110.352
184200	110.342
184250	110.354
184300	110.351
184350	110.351
184400	110.361
184450	110.363
184500	110.357
184550	110.355
184600	110.36
184650	110.364
184700	110.362
184750	110.364
184800	110.36
184850	110.352
184900	110.356
184950	110.369
185000	110.37
185050	110.361
185100	110.368
185150	110.364
185200	110.365
185250	110.359
185300	110.365
185350	110.356
185400	110.37
185450	110.356
185500	110.359
185550	110.358
185600	109.631
185650	109.725
185700	110.363
185750	110.365
185800	110.362
185850	110.366
185900	110.367
185950	110.362
186000	110.368
186050	110.359
186100	110.364
186150	109.393
186200	107.35
186250	110.169
186300	110.362
186350	110.364
186400	110.371
186450	110.371
186500	110.368
186550	110.366
186600	110.367
186650	110.365
186700	110.37
186750	110.366
186800	110.363
186850	110.375
186900	110.363
186950	110.362
187000	110.37
187050	110.357
187100	110.371
187150	110.364
187200	110.363
187250	110.37
187300	110.37
187350	110.363
187400	110.369
187450	110.37
187500	110.363
187550	110.373
187600	110.368
187650	110.371
187700	110.375
187750	110.368
187800	110.369
187850	110.366
187900	110.368
187950	110.369
188000	110.37
188050	110.376
188100	110.368
188150	110.37
188200	110.363
188250	110.368
188300	110.36
188350	110.369
188400	110.359
188450	109.969
188500	108.848
188550	110.312
188600	110.363
188650	110.368
188700	110.373
188750	110.365
188800	110.365
188850	110.367
188900	110.37
188950	110.359
189000	110.365
189050	110.367
189100	110.367
189150	110.37
189200	110.366
189250	110.368
189300	110.374
189350	110.369
189400	110.362
189450	110.363
189500	110.361
189550	110.37
189600	110.365
189650	110.374
189700	110.323
189750	110.376
189800	110.367
189850	110.371
189900	110.382
189950	110.365
190000	110.362
190050	110.368
190100	110.375
190150	110.371
190200	110.368
190250	110.373
190300	110.37
190350	110.373
190400	110.37
190450	110.376
190500	110.372
190550	110.383
190600	110.385
190650	110.38
190700	110.376
190750	110.374
190800	110.379
190850	110.388
190900	110.375
190950	110.387
191000	110.378
191050	110.384
191100	110.38
191150	110.382
191200	110.389
191250	110.377
191300	110.381
191350	110.384
191400	110.385
191450	110.389
191500	110.376
191550	110.38
191600	110.384
191650	110.382
191700	110.376
191750	110.389
191800	110.375
191850	110.38
191900	110.382
191950	110.38
192000	110.369
192050	110.384
192100	110.386
192150	110.385
192200	110.389
192250	110.374
192300	110.386
192350	110.382
192400	110.382
192450	110.368
192500	110.363
192550	110.395
192600	110.381
192650	110.383
192700	110.38
192750	110.384
192800	110.389
192850	110.376
192900	110.382
192950	110.382
193000	110.381
193050	110.382
193100	110.375
193150	110.363
193200	110.378
193250	110.371
193300	110.378
193350	110.374
193400	110.371
193450	110.384
193500	110.375
193550	110.378
193600	110.334
193650	110.282
193700	110.381
193750	110.376
193800	110.368
193850	110.382
193900	110.382
193950	110.37
194000	110.379
194050	110.378
194100	110.383
194150	110.383
194200	110.383
194250	110.388
194300	110.37
194350	110.378
194400	110.376
194450	110.377
194500	110.38
194550	110.384
194600	110.372
194650	110.382
194700	110.372
194750	110.37
194800	110.378
194850	110.383
194900	110.373
194950	110.378
195000	110.374
195050	110.38
195100	110.377
195150	110.377
195200	110.38
195250	110.373
195300	110.377
195350	110.378
195400	110.371
195450	110.376
195500	110.372
195550	110.345
195600	110.33
195650	110.373
195700	110.365
195750	109.864
195800	110.595
195850	110.357
195900	110.369
195950	110.368
196000	110.377
196050	110.374
196100	110.379
196150	110.389
196200	110.382
196250	110.374
196300	110.378
196350	110.388
196400	110.373
196450	110.388
196500	110.383
196550	110.379
196600	110.392
196650	110.382
196700	110.39
196750	110.389
196800	110.383
196850	110.386
196900	110.38
196950	110.394
197000	110.384
197050	110.389
197100	110.374
197150	110.382
197200	110.379
197250	110.384
197300	110.38
197350	110.381
197400	110.383
197450	110.38
197500	110.387
197550	110.379
197600	110.382
197650	110.38
197700	110.382
197750	110.384
197800	110.377
197850	110.388
197900	110.389
197950	110.387
198000	110.383
198050	110.383
198100	110.382
198150	110.386
198200	110.373
198250	110.371
198300	110.386
198350	110.383
198400	110.37
198450	110.387
198500	110.388
198550	110.385
198600	110.385
198650	110.385
198700	110.379
198750	110.389
198800	110.386
198850	110.391
198900	110.381
198950	110.374
199000	110.389
199050	110.389
199100	110.376
199150	110.386
199200	110.391
199250	110.383
199300	110.372
199350	110.378
199400	110.378
199450	110.385
199500	110.39
199550	110.395
199600	110.392
199650	110.385
199700	110.383
199750	110.373
199800	110.384
199850	110.388
199900	110.391
199950	110.371
200000	110.418
200050	110.366
200100	110.385
200150	110.383
200200	110.386
200250	110.39
200300	110.386
200350	110.378
200400	110.388
200450	110.378
200500	110.384
200550	110.388
200600	110.392
200650	110.383
200700	110.389
200750	110.388
200800	110.384
200850	110.384
200900	110.39
200950	110.384
201000	110.386
201050	110.38
201100	110.398
201150	110.377
201200	110.378
201250	110.388
201300	110.397
201350	110.418
201400	110.404
201450	110.386
201500	110.38
201550	110.39
201600	110.387
201650	110.378
201700	110.389
201750	110.387
201800	110.388
201850	110.385
201900	110.384
201950	110.392
202000	110.39
202050	110.39
202100	110.385
202150	110.391
202200	110.386
202250	110.377
202300	110.39
202350	110.388
202400	110.386
202450	110.391
202500	110.403
202550	110.39
202600	110.391
202650	110.382
202700	110.379
202750	110.383
202800	110.376
202850	110.382
202900	110.391
202950	110.388
203000	110.393
203050	110.389
203100	110.373
203150	110.401
203200	110.394
203250	110.382
203300	110.392
203350	110.403
203400	110.391
203450	110.396
203500	110.393
203550	110.395
203600	110.4
203650	110.392
203700	110.393
203750	110.395
203800	110.393
203850	110.397
203900	110.395
203950	110.395
204000	110.395
204050	110.396
204100	110.391
204150	110.392
204200	110.387
204250	110.4
204300	110.385
204350	110.395
204400	110.397
204450	110.4
204500	110.401
204550	110.391
204600	110.392
204650	110.394
204700	110.386
